period,time_order,team_abbrev,flag_type,player_name,description,flag_details
2,903.0,HOU,lineup_size_deviation,,MISS Whitmore 19' Pullup Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,903.0,DAL,lineup_size_deviation,,MAVERICKS Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,903.0,HOU,lineup_size_deviation,,MAVERICKS Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,903.0,DAL,lineup_size_deviation,,,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,903.0,HOU,lineup_size_deviation,,,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,918.0,HOU,action_by_non_lineup_player,Alperen Sengun,Player Alperen Sengun had action but not in lineup: Sengun P.FOUL (P1.T1) (P.Ransom),Player Alperen Sengun had action but not in lineup: Sengun P.FOUL (P1.T1) (P.Ransom)
2,918.0,DAL,lineup_size_deviation,,Sengun P.FOUL (P1.T1) (P.Ransom),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,918.0,HOU,lineup_size_deviation,,Sengun P.FOUL (P1.T1) (P.Ransom),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,920.0,DAL,lineup_size_deviation,,MISS Thompson 25' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,920.0,HOU,lineup_size_deviation,,MISS Thompson 25' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,923.0,HOU,action_by_non_lineup_player,Cam Whitmore,Player Cam Whitmore had action but not in lineup: Whitmore REBOUND (Off:0 Def:2),Player Cam Whitmore had action but not in lineup: Whitmore REBOUND (Off:0 Def:2)
2,923.0,DAL,lineup_size_deviation,,Whitmore REBOUND (Off:0 Def:2),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,923.0,HOU,lineup_size_deviation,,Whitmore REBOUND (Off:0 Def:2),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,932.0,HOU,action_by_non_lineup_player,Amen Thompson,Player Amen Thompson had action but not in lineup: Thompson 21' Jump Shot (7 PTS) (Whitmore 1 AST),Player Amen Thompson had action but not in lineup: Thompson 21' Jump Shot (7 PTS) (Whitmore 1 AST)
2,932.0,DAL,lineup_size_deviation,,Thompson 21' Jump Shot (7 PTS) (Whitmore 1 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,932.0,HOU,lineup_size_deviation,,Thompson 21' Jump Shot (7 PTS) (Whitmore 1 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,944.0,HOU,action_by_non_lineup_player,Reed Sheppard,Player Reed Sheppard had action but not in lineup: Sheppard S.FOUL (P1.T2) (J.Schroeder),Player Reed Sheppard had action but not in lineup: Sheppard S.FOUL (P1.T2) (J.Schroeder)
2,944.0,DAL,lineup_size_deviation,,Sheppard S.FOUL (P1.T2) (J.Schroeder),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,944.0,HOU,lineup_size_deviation,,Sheppard S.FOUL (P1.T2) (J.Schroeder),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,944.0,DAL,lineup_size_deviation,,MISS Irving Free Throw 1 of 2,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,944.0,HOU,lineup_size_deviation,,MISS Irving Free Throw 1 of 2,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,944.0,DAL,lineup_size_deviation,,MAVERICKS Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Davis FOR Gafford"
2,944.0,HOU,lineup_size_deviation,,MAVERICKS Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,944.0,DAL,lineup_size_deviation,,SUB: Dinwiddie FOR Christie,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,944.0,HOU,lineup_size_deviation,,SUB: Dinwiddie FOR Christie,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,944.0,DAL,lineup_size_deviation,,Irving Free Throw 2 of 2 (2 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,944.0,HOU,lineup_size_deviation,,Irving Free Throw 2 of 2 (2 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,962.0,DAL,lineup_size_deviation,,Washington S.FOUL (P1.PN) (J.Schroeder),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,962.0,HOU,lineup_size_deviation,,Washington S.FOUL (P1.PN) (J.Schroeder),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,962.0,DAL,lineup_size_deviation,,MISS Sengun Free Throw 1 of 2,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,962.0,HOU,lineup_size_deviation,,MISS Sengun Free Throw 1 of 2,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,962.0,DAL,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,962.0,HOU,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Cam Whitmore', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Thompson FOR Adams"
2,962.0,HOU,sub_out_player_not_in_lineup,Dillon Brooks,Attempted to sub out Dillon Brooks who is not in lineup,Attempted to sub out Dillon Brooks who is not in lineup
2,962.0,DAL,lineup_size_deviation,,SUB: Brooks FOR Whitmore,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,962.0,HOU,sub_in_player_already_in_lineup,Tari Eason,Attempted to sub in Tari Eason who is already in lineup,Attempted to sub in Tari Eason who is already in lineup
2,962.0,DAL,lineup_size_deviation,,SUB: Ja. Green FOR Eason,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,962.0,HOU,lineup_size_deviation,,SUB: Ja. Green FOR Eason,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,962.0,DAL,lineup_size_deviation,,Sengun Free Throw 2 of 2 (3 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,962.0,HOU,lineup_size_deviation,,Sengun Free Throw 2 of 2 (3 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,978.0,DAL,action_by_non_lineup_player,Anthony Davis,Player Anthony Davis had action but not in lineup: MISS Davis 9' Turnaround Jump Shot,Player Anthony Davis had action but not in lineup: MISS Davis 9' Turnaround Jump Shot
2,978.0,DAL,lineup_size_deviation,,MISS Davis 9' Turnaround Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,978.0,HOU,lineup_size_deviation,,MISS Davis 9' Turnaround Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,980.0,HOU,action_by_non_lineup_player,Reed Sheppard,Player Reed Sheppard had action but not in lineup: Sheppard REBOUND (Off:2 Def:1),Player Reed Sheppard had action but not in lineup: Sheppard REBOUND (Off:2 Def:1)
2,980.0,DAL,lineup_size_deviation,,Sheppard REBOUND (Off:2 Def:1),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,980.0,HOU,lineup_size_deviation,,Sheppard REBOUND (Off:2 Def:1),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,985.0,HOU,action_by_non_lineup_player,Reed Sheppard,Player Reed Sheppard had action but not in lineup: Sheppard 14' Running Pull-Up Jump Shot (3 PTS),Player Reed Sheppard had action but not in lineup: Sheppard 14' Running Pull-Up Jump Shot (3 PTS)
2,985.0,DAL,lineup_size_deviation,,Sheppard 14' Running Pull-Up Jump Shot (3 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,985.0,HOU,lineup_size_deviation,,Sheppard 14' Running Pull-Up Jump Shot (3 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1006.0,DAL,lineup_size_deviation,,Thompson 2' Driving Layup (11 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1006.0,HOU,lineup_size_deviation,,Thompson 2' Driving Layup (11 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1018.0,HOU,action_by_non_lineup_player,Jalen Green,Player Jalen Green had action but not in lineup: MISS Ja. Green 3' Driving Layup,Player Jalen Green had action but not in lineup: MISS Ja. Green 3' Driving Layup
2,1018.0,DAL,lineup_size_deviation,,MISS Ja. Green 3' Driving Layup,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1018.0,HOU,lineup_size_deviation,,MISS Ja. Green 3' Driving Layup,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1018.0,DAL,lineup_size_deviation,,Thompson REBOUND (Off:0 Def:3),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1018.0,HOU,lineup_size_deviation,,Thompson REBOUND (Off:0 Def:3),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1025.0,DAL,action_by_non_lineup_player,Spencer Dinwiddie,Player Spencer Dinwiddie had action but not in lineup: Dinwiddie 3PT Jump Shot (3 PTS) (Thompson 1 AST),Player Spencer Dinwiddie had action but not in lineup: Dinwiddie 3PT Jump Shot (3 PTS) (Thompson 1 AST)
2,1025.0,DAL,lineup_size_deviation,,Dinwiddie 3PT Jump Shot (3 PTS) (Thompson 1 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1025.0,HOU,lineup_size_deviation,,Dinwiddie 3PT Jump Shot (3 PTS) (Thompson 1 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1045.0,DAL,lineup_size_deviation,,Thompson P.FOUL (P2.PN) (B.Forte),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1045.0,HOU,lineup_size_deviation,,Thompson P.FOUL (P2.PN) (B.Forte),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1045.0,DAL,lineup_size_deviation,,MAVERICKS Timeout: Regular (Full 1 Short 0),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1045.0,HOU,lineup_size_deviation,,MAVERICKS Timeout: Regular (Full 1 Short 0),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1045.0,DAL,lineup_size_deviation,,MISS Brooks Free Throw 1 of 2,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1045.0,HOU,lineup_size_deviation,,MISS Brooks Free Throw 1 of 2,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1045.0,DAL,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1045.0,HOU,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1045.0,DAL,lineup_size_deviation,,Brooks Free Throw 2 of 2 (4 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1045.0,HOU,lineup_size_deviation,,Brooks Free Throw 2 of 2 (4 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1065.0,DAL,lineup_size_deviation,,MISS Washington 9' Driving Hook Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1065.0,HOU,lineup_size_deviation,,MISS Washington 9' Driving Hook Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1067.0,DAL,lineup_size_deviation,,Washington REBOUND (Off:1 Def:0),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1067.0,HOU,lineup_size_deviation,,Washington REBOUND (Off:1 Def:0),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1068.0,DAL,lineup_size_deviation,,MISS Washington 3' Putback Layup,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1068.0,HOU,lineup_size_deviation,,MISS Washington 3' Putback Layup,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1070.0,DAL,action_by_non_lineup_player,Kyrie Irving,Player Kyrie Irving had action but not in lineup: Irving REBOUND (Off:1 Def:0),Player Kyrie Irving had action but not in lineup: Irving REBOUND (Off:1 Def:0)
2,1070.0,DAL,lineup_size_deviation,,Irving REBOUND (Off:1 Def:0),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1070.0,HOU,lineup_size_deviation,,Irving REBOUND (Off:1 Def:0),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1075.0,DAL,lineup_size_deviation,,MISS Washington 24' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1075.0,HOU,lineup_size_deviation,,MISS Washington 24' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1076.0,DAL,action_by_non_lineup_player,Anthony Davis,Player Anthony Davis had action but not in lineup: Davis REBOUND (Off:2 Def:7),Player Anthony Davis had action but not in lineup: Davis REBOUND (Off:2 Def:7)
2,1076.0,DAL,lineup_size_deviation,,Davis REBOUND (Off:2 Def:7),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1076.0,HOU,lineup_size_deviation,,Davis REBOUND (Off:2 Def:7),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1077.0,DAL,action_by_non_lineup_player,Anthony Davis,Player Anthony Davis had action but not in lineup: Davis 1' Putback Dunk (16 PTS),Player Anthony Davis had action but not in lineup: Davis 1' Putback Dunk (16 PTS)
2,1077.0,DAL,lineup_size_deviation,,Davis 1' Putback Dunk (16 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1077.0,HOU,lineup_size_deviation,,Davis 1' Putback Dunk (16 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1103.0,HOU,action_by_non_lineup_player,Reed Sheppard,Player Reed Sheppard had action but not in lineup: MISS Sheppard 30' 3PT Jump Shot,Player Reed Sheppard had action but not in lineup: MISS Sheppard 30' 3PT Jump Shot
2,1103.0,DAL,lineup_size_deviation,,MISS Sheppard 30' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1103.0,HOU,lineup_size_deviation,,MISS Sheppard 30' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1106.0,DAL,action_by_non_lineup_player,Anthony Davis,Player Anthony Davis had action but not in lineup: Davis REBOUND (Off:2 Def:8),Player Anthony Davis had action but not in lineup: Davis REBOUND (Off:2 Def:8)
2,1106.0,DAL,lineup_size_deviation,,Davis REBOUND (Off:2 Def:8),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1106.0,HOU,lineup_size_deviation,,Davis REBOUND (Off:2 Def:8),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1122.0,DAL,action_by_non_lineup_player,Spencer Dinwiddie,Player Spencer Dinwiddie had action but not in lineup: Dinwiddie 3PT Jump Shot (6 PTS) (Davis 4 AST),Player Spencer Dinwiddie had action but not in lineup: Dinwiddie 3PT Jump Shot (6 PTS) (Davis 4 AST)
2,1122.0,DAL,lineup_size_deviation,,Dinwiddie 3PT Jump Shot (6 PTS) (Davis 4 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Spencer Dinwiddie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Dinwiddie FOR Christie"
2,1122.0,HOU,lineup_size_deviation,,Dinwiddie 3PT Jump Shot (6 PTS) (Davis 4 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Reed Sheppard', 'Dillon Brooks']; Last substitution: SUB: Ja. Green FOR Eason"
2,1142.0,HOU,action_by_non_lineup_player,Reed Sheppard,Player Reed Sheppard had action but not in lineup: MISS Sheppard 13' Pullup Jump Shot,Player Reed Sheppard had action but not in lineup: MISS Sheppard 13' Pullup Jump Shot
